VehicleID,ClientID,Marque,Modele,Version,Annee,Categorie,Carburant,Transmission,PuissanceDIN,PuissanceCV,ValeurNeuve,ValeurActuelle,NombrePlaces,Poids,Cylindree,Couleur,NombrePortes,VIN,Immatriculation,Etat
VH000142,CL000142,Ferrari,Purosangue,Purosangue,2024,SUV,Essence,Automatique,725,50,2850000,2206800.0,4,2033,6496,Marron,5,ZFF01MLB3G2B3C4D5,142|FE|6,Bon
VH000143,CL000143,McLaren,Artura,Artura,2023,Coupé,Hybride,Automatique,680,47,2250000,1533281.04,2,1495,2999,Vert,2,SBM14ECA2H1A2B3C4,143|MC|7,Correct
VH000144,CL000144,Rolls-Royce,Cullinan,Cullinan,2022,SUV,Essence,Automatique,571,39,2850000,2041338.05,5,2660,6749,Blanc,5,SCA68UL23C2B3C4D5,144|RO|8,Excellent
VH000145,CL000145,Aston Martin,DBX,DBX,2023,SUV,Essence,Automatique,550,38,1950000,1328845.62,5,2245,3998,Argent,5,SCFRE9DE6G2B3C4D5,145|AS|9,Bon
VH000146,CL000146,Koenigsegg,Gemera,Gemera,2024,Coupé,Hybride,Automatique,2300,170,11250000,8712000.0,4,1850,1999,Noir,2,YT9GDF8B3C4D5E6F7,146|KO|1,Excellent
VH000147,CL000147,Rimac,Nevera,Nevera,2023,Coupé,Électrique,Automatique,1914,138,18750000,12776667.96,2,1980,0,Marron,2,GL9C4D5E6F7G8H9I0,147|RI|2,Bon
VH000148,CL000148,Bugatti,Chiron,Chiron Super Sport,2022,Coupé,Essence,Automatique,1600,110,32500000,23282886.83,2,1995,7993,Gris,2,VF9SJ2D4E5F6G7H8I9,148|BU|3,Correct
VH000149,CL000149,Hennessey,F5,F5 Venom,2023,Coupé,Essence,Automatique,1842,126,22500000,15331237.9,2,1360,6388,Vert,2,2D4E5F6G7H8I9J0K1,149|HE|4,Excellent
VH000150,CL000150,SSC,Tuatara,Tuatara,2024,Coupé,Essence,Automatique,1750,120,19500000,15100800.0,2,1247,5898,Bleu,2,3E5F6G7H8I9J0K1L2,150|SS|5,Bon
VH000151,CL000151,Lotus,Evija,Evija,2023,Coupé,Électrique,Automatique,2000,136,22500000,15331237.9,2,1680,0,Rouge,2,4F6G7H8I9J0K1L2M3,151|LO|6,Correct
VH000152,CL000152,Dodge,Challenger,Challenger SRT Demon,2022,Coupé,Essence,Manuelle,840,58,1250000,895491.23,4,1938,6166,Blanc,2,2C3CDZBH5F6G7H8I9,152|DO|7,Excellent
VH000153,CL000153,Chevrolet,Camaro,Camaro ZL1,2023,Coupé,Essence,Automatique,650,45,895000,609810.84,4,1730,6162,Noir,2,1G1FK1R65F6G7H8I9,153|CH|8,Bon
VH000154,CL000154,Ford,Mustang,Mustang Dark Horse,2024,Coupé,Essence,Manuelle,500,34,745000,577264.0,4,1750,5038,Argent,2,1FA6P8CF8F6G7H8I9,154|FO|9,Correct
VH000155,CL000155,Nissan,GT-R,GT-R Nismo,2023,Coupé,Essence,Automatique,600,41,1150000,783602.05,4,1740,3799,Gris,2,JN1G7B6F8F6G7H8I9,155|NI|1,Excellent
VH000156,CL000156,Lexus,LC,LC 500,2022,Coupé,Essence,Automatique,477,32,975000,698371.66,4,1930,4969,Marron,2,JTHZ8D7F6G7H8I9J0,156|LE|2,Bon
VH000157,CL000157,Acura,NSX,NSX Type S,2023,Coupé,Hybride,Automatique,600,41,1125000,766562.34,2,1770,3493,Vert,2,19UNC1B8F6G7H8I9,157|AC|3,Correct
VH000158,CL000158,Audi,R8,R8 V10 Performance,2022,Coupé,Essence,Automatique,620,42,1150000,823730.0,2,1590,5204,Rouge,2,WUAHJAF8F6G7H8I9,158|AU|4,Excellent
VH000159,CL000159,BMW,M8,M8 Competition,2023,Coupé,Essence,Automatique,625,43,1150000,783602.05,4,1900,4395,Blanc,2,WBSFV0C8F6G7H8I9,159|BM|5,Bon
VH000160,CL000160,Porsche,911,911 Turbo S,2022,Coupé,Essence,Automatique,650,45,1250000,895491.23,4,1640,3745,Noir,2,WP0AB2A8F6G7H8I9,160|PO|6,Correct
VH000161,CL000161,Mercedes-AMG,GT,GT 63 S,2023,Coupé,Essence,Automatique,639,44,1125000,766562.34,4,1810,3982,Gris,2,WDD7Y8F6G7H8I9J0,161|ME|7,Excellent
VH000162,CL000162,Aston Martin,Vantage,Vantage F1 Edition,2022,Coupé,Essence,Automatique,535,37,995000,712598.5,2,1530,3998,Marron,2,SCFRC8F6G7H8I9J0,162|AS|8,Bon
VH000163,CL000163,Jaguar,F-Type,F-Type R,2023,Coupé,Essence,Automatique,575,40,925000,630443.99,2,1570,5000,Vert,2,SAJ6A8F6G7H8I9J0,163|JA|9,Correct
VH000164,CL000164,Maserati,MC20,MC20,2022,Coupé,Essence,Automatique,621,42,1125000,805866.48,2,1500,2999,Rouge,2,ZAMZ8F6G7H8I9J0K,164|MA|1,Excellent
VH000165,CL000165,McLaren,720S,720S Spider,2023,Cabriolet,Essence,Automatique,720,49,1450000,988233.16,2,1339,3994,Blanc,2,SBM5A8F6G7H8I9J0,165|MC|2,Bon
VH000166,CL000166,Lamborghini,Huracan,Huracan STO,2022,Coupé,Essence,Automatique,640,44,1250000,895491.23,2,1339,5204,Noir,2,ZHWU8F6G7H8I9J0K,166|LA|3,Correct
VH000167,CL000167,Ferrari,SF90,SF90 Stradale,2023,Coupé,Hybride,Automatique,1000,68,1750000,1192649.77,2,1570,3990,Gris,2,ZFF8F6G7H8I9J0K1,167|FE|4,Excellent
VH000168,CL000168,Pagani,Huayra,Huayra R,2022,Coupé,Essence,Manuelle,838,57,2250000,1611524.21,2,1350,5980,Marron,2,ZC6D8F6G7H8I9J0K,168|PA|5,Bon
VH000169,CL000169,Koenigsegg,Jesko,Jesko,2023,Coupé,Essence,Automatique,1600,110,27500000,18737241.53,2,1420,5063,Vert,2,YT9C8F6G7H8I9J0K,169|KO|6,Correct
VH000170,CL000170,Bugatti,Veyron,Veyron Grand Sport,2022,Cabriolet,Essence,Automatique,1200,82,16500000,11819614.27,2,1888,7993,Rouge,2,VF9C8F6G7H8I9J0K,170|BU|7,Excellent
VH000171,CL000171,Hennessey,Venom GT,Venom GT,2023,Coupé,Essence,Manuelle,1244,86,13500000,9200017.98,2,1115,7194,Blanc,2,2D4C8F6G7H8I9J0K,171|HE|8,Bon
VH000172,CL000172,SSC,Tuatara,Tuatara Striker,2024,Coupé,Essence,Automatique,1750,120,19500000,15100800.0,2,1247,5898,Noir,2,3E5C8F6G7H8I9J0K,172|SS|9,Correct
VH000173,CL000173,Lotus,Evora,Evora GT,2022,Coupé,Essence,Manuelle,430,29,795000,569444.76,2,1329,3456,Gris,2,4F6C8F6G7H8I9J0K,173|LO|1,Excellent
VH000174,CL000174,Dodge,Viper,Viper ACR,2023,Coupé,Essence,Manuelle,645,44,925000,630443.99,2,1540,8400,Marron,2,2C3C8F6G7H8I9J0K,174|DO|2,Bon
VH000175,CL000175,Chevrolet,Corvette,Corvette Z06,2022,Coupé,Essence,Automatique,670,46,875000,626843.96,2,1580,6162,Vert,2,1G1C8F6G7H8I9J0K,175|CH|3,Correct
VH000176,CL000176,Ford,GT,GT,2023,Coupé,Essence,Automatique,647,44,1025000,698546.33,2,1385,3497,Rouge,2,1FA6C8F6G7H8I9J0K,176|FO|4,Excellent
VH000177,CL000177,Nissan,Z,Z Performance,2024,Coupé,Essence,Manuelle,400,27,595000,460768.0,2,1540,2999,Blanc,2,JN1C8F6G7H8I9J0K,177|NI|5,Bon
VH000178,CL000178,Audi,R8,R8 Spyder,2023,Cabriolet,Essence,Automatique,570,39,985000,671398.29,2,1680,5204,Noir,2,WUAC8F6G7H8I9J0K,178|AU|6,Correct
VH000179,CL000179,BMW,M4,M4 CSL,2022,Coupé,Essence,Automatique,550,38,895000,641170.26,2,1620,2993,Gris,2,WBSA8F6G7H8I9J0K,179|BM|7,Excellent
VH000180,CL000180,Porsche,718,718 Cayman GT4 RS,2023,Coupé,Essence,Automatique,500,34,925000,630443.99,2,1415,3996,Marron,2,WP0A8F6G7H8I9J0K,180|PO|8,Bon
